,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
mt-Co3,486926.6341984018,0.017759552146814087,0.1066988759502823,0.16644554114224575,0.8678063371102203,0.9998350115734302
mt-Nd3,28641.68688014941,-0.10363531710286158,0.10245617038571526,-1.0115087916394612,0.3117729754297307,0.9998350115734302
mt-Nd4l,1325.6707125440428,0.8763919083698957,0.6417217725538948,1.3656882871249194,0.17203682222986638,0.9998350115734302
mt-Nd4,409751.36208572384,-0.012456668815045271,0.21598008238484256,-0.05767508131999619,0.9540074428728239,0.9998350115734302
mt-Nd5,234770.125483842,-0.009535930155828869,0.24508702637994279,-0.03890834327985164,0.96896346463207,0.9998350115734302
mt-Nd6,39611.334956841376,-0.008920066256733354,0.25131575604402606,-0.035493462077923664,0.9716862595982838,0.9998350115734302
mt-Cytb,386662.6632480526,-0.018215409530035555,0.22854446711579862,-0.07970181803091385,0.9364744134760862,0.9998350115734302
ENSMUSG00000095742,4.86927528711616,5.963792136543674,3.150145202784383,1.8931800766746676,0.05833392597759028,0.9998350115734302
ENSMUSG00000079808,26.10546446581668,0.17503245237533357,0.7269244550976515,0.24078492771552248,0.8097218119304822,0.9998350115734302
ENSMUSG00000095041,11676.654954238873,-0.41585638112685575,0.4234071533842935,-0.9821666398475216,0.32601775956626033,0.9998350115734302
