,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Nlrp10,44.91041122183262,-0.3495627904548971,0.6020001531742282,-0.5806689393876752,0.5614635994402564,0.9998350115734302
Nod2,77.38494772338714,-0.029315880932249027,0.35079201740010346,-0.08357054744154044,0.9333978847322567,0.9998350115734302
Gm52968,61.13170244057895,0.1873300919835413,0.6857673961976801,0.2731685598093691,0.7847236468051968,0.9998350115734302
Hmgcs2,1277.3635140255542,-0.21940675240777213,0.2067699642423205,-1.0611152021608041,0.2886375499358953,0.9998350115734302
Tfap4,327.1949374554965,0.13949249973524208,0.17796301754297686,0.783828582258983,0.4331407001557118,0.9998350115734302
Evi5,7652.888098651463,-0.08196903730155167,0.07207673473473364,-1.1372468190078948,0.2554351196845315,0.9998350115734302
Wdr37,9761.025542180985,-0.029351920754676002,0.07275730027443311,-0.4034223458534546,0.68663755067103,0.9998350115734302
Dnmbp,1378.344916842034,-0.029196136209297115,0.11156404170932689,-0.2616984447853352,0.7935539396416794,0.9998350115734302
Loxhd1,27.24397933713189,0.004453253820776984,0.6850583303559004,0.006500546921987557,0.9948133505030006,0.9998350115734302
Eif3f,15576.788361007997,-0.0903394830872642,0.07907935615553811,-1.14239022014265,0.25329185459645187,0.9998350115734302
Gstcd,691.5880395941067,0.022388331192330534,0.15082936181000758,0.14843483340154967,0.8819996114677772,0.9998350115734302
Tfec,7.830941804539311,-0.92003393777367,1.3552104927112556,-0.6788863742731475,0.4972098598287211,0.9998350115734302
Glis2,1661.7286654542152,0.03906112755463752,0.10210887420896551,0.38254390577942354,0.7020579686197536,0.9998350115734302
Uqcc4,3855.077082513632,-0.02801665947903707,0.08211032452297318,-0.341207511257594,0.7329473690673678,0.9998350115734302
Myl12a,4172.780734421122,0.1637011886888752,0.27614619261005036,0.5928062492610201,0.5533108250185161,0.9998350115734302
Bcl2a1d,45.9159416230893,0.31561460255858936,0.67294045090526,0.46900821927707714,0.6390637610044484,0.9998350115734302
Pam16,1927.7810216321423,0.1468429792775888,0.13166314527532627,1.1152929619789909,0.26472490040329144,0.9998350115734302
Vrk3,2758.685855013282,-0.08224313280174234,0.09382437094848203,-0.8765647130946518,0.38072311256898717,0.9998350115734302
Nufip2,4016.840712809803,-0.01736363791615034,0.0987950240689644,-0.17575417466399484,0.8604870724467341,0.9998350115734302
Setx,8915.228058775096,-0.05870829134130981,0.10123417298665559,-0.5799256279699996,0.5619647723925983,0.9998350115734302
Fam219b,2679.63315782759,0.03228314098370854,0.08161443689928487,0.39555674474048125,0.6924320524278732,0.9998350115734302
Thpo,152.77767782288987,-0.23893105607716114,0.29797302993182617,-0.801854638092,0.4226370485682164,0.9998350115734302
Osbpl3,3388.1063050634743,-0.0927349480240572,0.12622744279109516,-0.7346655051669895,0.4625432332695881,0.9998350115734302
Mid2,3596.758141336426,-0.07549912369353484,0.07488321904727814,-1.0082248687234965,0.31334652173867883,0.9998350115734302
Qrich2,10.658764314489895,1.8593930248178507,1.0198666432142725,1.8231727032052711,0.06827723796095389,0.9998350115734302
Trim43c,14.438102441475621,-0.10968387029876507,0.870174039882229,-0.12604819871851142,0.8996937717413314,0.9998350115734302
Mau2,9922.471507469774,-0.011864306427121812,0.06888196549394278,-0.17224111336029044,0.8632479770540125,0.9998350115734302
Plekhg5,9361.381530342229,0.0015642378781128498,0.09025360797995537,0.017331582782377574,0.9861720899670685,0.9998350115734302
Cct3,13527.500774382816,0.01378383740671705,0.0630471280017719,0.21862752267366825,0.8269402114175911,0.9998350115734302
Rtn1,165082.45215928467,0.009435495882143504,0.06709673371129458,0.14062526385774277,0.8881659888914173,0.9998350115734302
Tmem181a,17285.153590971124,-0.01099234719467396,0.08226270276869098,-0.13362492143715007,0.8936991764607399,0.9998350115734302
Cep57,1865.2916193654012,-0.10531611038572974,0.09861832469312895,-1.0679162388272394,0.28555829674846755,0.9998350115734302
Coro7,8174.706549411595,-0.026589732277282573,0.0873404329409546,-0.30443783459670076,0.7607943469965294,0.9998350115734302
Cryba1,9.300244933421423,0.4163126987493164,1.280076890130929,0.3252247595117002,0.7450109709943129,0.9998350115734302
Abra,54.10971767912764,-0.22746517663538013,0.4646081070205836,-0.4895850356423133,0.6244275677276923,0.9998350115734302
Cdkl5,27519.796837005957,-0.11593686658142971,0.09167772737848597,-1.2646132260978868,0.20601000952451243,0.9998350115734302
Myrf,6410.30623228246,0.26435769195831327,0.07962053778367943,3.320219874381471,0.0008994657648604491,0.21935860146979394
Fbxw11,20598.60086085743,-0.023120854765474035,0.060143090049703085,-0.38443077577767687,0.7006591939447755,0.9998350115734302
Angpt1,1003.6327168543176,-0.046810930868722754,0.15570695213215438,-0.3006348157723397,0.7636929797591856,0.9998350115734302
Dbf4,162.0167721559613,0.13306078331039706,0.27724209336453987,0.4799443753133049,0.6312669463314722,0.9998350115734302
Rspo2,2125.869183861651,0.36915302614979995,0.0992623617231668,3.7189627542747,0.00020004254300794752,0.07383053430593516
Dynlt1a,1048.842392921945,0.051920961114011815,0.14144992065051862,0.36706249727982054,0.7135724005181043,0.9998350115734302
Lrrc9,162.38030356745,-0.3500846831557803,0.2416562401088131,-1.4486887779026272,0.14742451581330898,0.9998350115734302
Eif3e,8272.16941612261,-0.025250412526103803,0.07388436434368083,-0.3417558335976049,0.732534650017131,0.9998350115734302
Unkl,5563.7290319947,-0.08929411817185019,0.06588456623017909,-1.3553116197181263,0.17531829445430036,0.9998350115734302
Atf5,3347.8599608733034,-0.0437147036861515,0.133642640335663,-0.3271014668398921,0.7435911424112783,0.9998350115734302
Arfgap1,13839.583529924334,-0.003991484020311208,0.07464407449654127,-0.053473554963778924,0.9573546005766733,0.9998350115734302
Rnf165,9021.17738809844,0.0537072022286724,0.1365753383833853,0.3932423149332355,0.6941405191558017,0.9998350115734302
Emc2,5501.843816338027,0.035976622809940434,0.0725512990150732,0.49587841015039524,0.6199801993875909,0.9998350115734302
Tfap2b,194.07389094653772,0.1400046051660055,0.27739818135935346,0.5047062835088941,0.6137651470900237,0.9998350115734302
Chd2,5470.36640194478,0.02989343326533801,0.11160196724887468,0.26785758353770805,0.7888089443774924,0.9998350115734302
Odad4,190.6063381766434,0.0038605304879672335,0.25463461863999326,0.015161059044470763,0.987903688469852,0.9998350115734302
Epg5,6626.841495818986,-0.013608152838110274,0.10003087243178588,-0.1360395296701035,0.8917900312735945,0.9998350115734302
Tmem74,1579.9336644932673,0.1507189582477823,0.11660203503163845,1.2925928626107313,0.19615190945841088,0.9998350115734302
Trhr,795.685839615495,0.3583430110907973,0.20492438125795878,1.748659719702729,0.08034985667414543,0.9998350115734302
Il6st,12186.39520202525,0.04792176662753247,0.06435962578007731,0.7445936182302474,0.45651742707294607,0.9998350115734302
Ints12,1348.7987344970672,0.0441956082828411,0.11324979681771057,0.39024889690512515,0.6963525077097755,0.9998350115734302
Vasn,1439.7976953880234,0.33842169441365927,0.10472403788371418,3.231556968701336,0.001231177793141677,0.2694159746904981
Dynlt1b,1063.1941340057992,0.042002763957149816,0.18342456233596965,0.22899203586603326,0.8188751061390093,0.9998350115734302
Chrd,2747.637876170554,-0.13292520155409857,0.11271718603089076,-1.1792806956489288,0.23828642254616383,0.9998350115734302
Gnptg,8143.14915854426,0.04613728014215626,0.07124039345849212,0.6476280927482234,0.517225522810571,0.9998350115734302
Phgdh,9187.044958344743,0.11681686730377992,0.09443103726357208,1.2370600883873109,0.21606477555946535,0.9998350115734302
Hdac7,1929.6282018942,-0.14924626282692602,0.11682493849789818,-1.277520576906712,0.2014185205544522,0.9998350115734302
Cnp,66822.20813360864,0.43044514461486033,0.06539480283783623,6.582253113940312,4.6337184710911364e-11,1.1441809334741789e-07
Gja6,40.08582863200208,-0.27529185784479326,0.4755870311849343,-0.5788464356542656,0.5626927954447372,0.9998350115734302
Angptl1,76.69974713509527,0.08395858158724022,0.414407822923389,0.20259893019143493,0.8394485262452588,0.9998350115734302
Zic3,437.7945634154915,-0.3714205790947604,0.24235775461138892,-1.5325302039141213,0.12539165009358674,0.9998350115734302
Cycs,12996.387176960243,-0.055269093684656725,0.08319557088251561,-0.6643273565933555,0.506480815635086,0.9998350115734302
Dok2,57.927899992227744,0.2513851383660143,0.43341670652414477,0.5800079567353044,0.561909252106384,0.9998350115734302
Zfp697,3490.45603734979,-0.050251915137100256,0.12313299897041938,-0.4081108683885173,0.6831922812051294,0.9998350115734302
